Class   Instance  SPT       Greedy    LPT       IdleFilling
6       6         644       644       662       644       
6       7         668       649       668       649       
6       8         663       663       657       663       
6       9         679       675       678       675       
6       10        665       665       689       665       
1       1         292       290       320       290       
1       2         311       264       316       264       
1       3         315       288       342       288       
1       4         341       309       360       307       
1       5         314       291       351       291       
1       6         284       283       303       283       
1       7         323       289       359       289       
1       8         374       331       391       330       
1       9         324       301       331       301       
1       10        321       315       331       315       
2       1         672       519       686       518       
2       2         716       652       748       651       
2       3         755       562       752       553       
2       4         603       572       617       572       
2       5         636       574       630       565       
2       6         641       603       657       603       
2       7         623       508       617       508       
2       8         698       586       752       585       
2       9         590       510       605       507       
2       10        606       600       640       600       
3       1         1501      1269      1490      1267      
3       2         1602      1480      1593      1476      
3       3         1586      1331      1580      1330      
3       4         1543      1161      1531      1152      
3       5         1485      1393      1478      1392      
3       6         1617      1329      1606      1322      
3       7         1704      1293      1695      1284      
3       8         1752      1537      1798      1521      
3       9         1694      1281      1682      1270      
3       10        1596      1547      1590      1547      
4       1         322       300       320       300       
4       2         415       343       411       343       
4       3         358       308       364       307       
4       4         362       316       369       315       
4       5         319       317       335       317       
4       6         354       321       361       321       
4       7         348       322       354       322       
4       8         320       303       328       303       
4       9         332       330       376       330       
4       10        379       373       387       373       
5       1         589       557       599       557       
5       2         653       559       663       558       
5       3         681       614       679       614       
5       4         777       567       801       567       
5       5         651       586       662       586       
5       6         637       589       635       588       
5       7         611       596       608       596       
5       8         586       577       597       577       
5       9         633       631       646       631       
5       10        656       640       698       640       
6       1         1630      1495      1660      1495      
6       2         1566      1342      1563      1341      
6       3         1482      1305      1509      1305      
6       4         1575      1397      1568      1397      
6       5         1490      1348      1485      1348      
6       6         1504      1432      1501      1432      
6       7         1498      1367      1495      1367      
6       8         1512      1301      1504      1301      
6       9         1705      1494      1700      1494      
6       10        1585      1492      1582      1492      
1       1         274       267       289       267       
1       2         295       264       311       264       
1       3         264       260       270       260       
1       4         283       273       320       273       
1       5         304       281       329       281       
1       6         299       289       334       289       
1       7         304       276       319       276       
1       8         269       254       268       254       
1       9         314       302       320       302       
1       10        276       259       274       259       
2       1         588       573       599       573       
2       2         573       564       602       564       
2       3         516       496       557       496       
2       4         551       536       573       536       
2       5         594       561       610       561       
2       6         507       503       446       
2       7         572       523       571       523       
2       8         573       536       622       536       
2       9         580       559       615       559       
2       10        589       509       547       509       
3       1         1430      1327      1458      1327      
3       2         1393      1225      1318      1223      
3       3         1386      1314      1389      1314      
3       4         1433      1291      1401      1291      
3       5         1501      1400      1583      1400      
3       6         1455      1300      1422      1299      
3       7         1352      1254      1401      1254      
3       8         1410      1303      1341      1303      
3       9         1445      1295      1401      1293      
3       10        1379      1307      1365      1307      
4       1         334       310       329       310       
4       2         308       297       312       297       
4       3         305       291       302       291       
4       4         311       306       329       306       
4       5         303       293       331       293       
4       6         319       303       326       303       
4       7         309       292       332       292       
4       8         308       305       327       305       
4       9         319       310       329       310       
4       10        322       307       335       307       
5       1         572       537       561       537       
5       2         607       562       599       562       
5       3         555       540       601       540       
5       4         598       544       595       544       
5       5         590       562       575       562       
5       6         570       543       546       543       
5       7         613       577       613       577       
5       8         598       561       600       561       
5       9         584       554       607       554       
5       10        581       554       565       554       
6       1         1359      1316      1354      1316      
6       2         1359      1312      1382      1312      
6       3         1386      1311      1383      1311      
6       4         1340      1290      1363      1290      
6       5         1364      1323      1378      1323      
6       6         1340      1318      1394      1318      
6       7         1468      1342      1443      1342      
6       8         1371      1313      1356      1313      
6       9         1396      1294      1420      1294      
6       10        1382      1302      1403      1302      
1       1         279       278       281       278       
1       2         296       297       308       297       
1       3         310       295       326       295       
1       4         280       273       276       273       
1       5         295       288       315       288       
1       6         293       276       298       276       
1       7         300       296       316       296       
1       8         264       255       276       255       
1       9         291       291       298       291       
1       10        283       272       286       272       
2       1         543       527       560       527       
2       2         547       542       549       542       
2       3         564       534       574       533       
2       4         562       540       558       540       
2       5         530       519       529       519       
2       6         552       552       549       552       
2       7         501       500       524       500       
2       8         571       541       599       541       
2       9         510       490       503       490       
2       10        552       542       554       542       
3       1         1321      1225      1255      1225      
3       2         1388      1336      1370      1336      
3       3         1367      1279      1387      1279      
3       4         1431      1337      1417      1337      
3       5         1322      1337      1382      1337      
3       6         1378      1307      1366      1307      
3       7         1301      1294      1322      1294      
3       8         1299      1212      1246      1212      
3       9         1310      1274      1296      1274      
3       10        1334      1304      1336      1304      
4       1         312       311       313       311       
4       2         311       311       323       311       
4       3         297       292       312       292       
4       4         307       300       312       300       
4       5         323       317       339       317       
4       6         294       294       306       294       
4       7         299       299       301       299       
4       8         314       304       319       304       
4       9         309       302       327       302       
4       10        302       301       307       301       
5       1         581       559       570       559       
5       2         558       547       560       547       
5       3         558       551       575       550       
5       4         555       542       570       542       
5       5         530       530       539       530       
5       6         562       555       575       555       
5       7         577       569       586       569       
5       8         573       554       584       554       
5       9         564       536       563       536       
5       10        555       541       549       541       
6       1         1343      1310      1333      1310      
6       2         1376      1346      1484      1346      
6       3         1268      1266      1314      1266      
6       4         1384      1315      1360      1315      
6       5         1310      1310      1305      1310      
6       6         1321      1300      1318      1300      
6       7         1306      1277      1325      1277      
6       8         1317      1317      1339      1317      
6       9         1310      1287      1360      1287      
6       10        1360      1311      1406      1311      
1       1         302       299       313       299       
1       2         288       284       299       284       
1       3         281       281       293       281       
1       4         263       263       275       263       
1       5         256       250       269       250       
1       6         264       263       276       263       
1       7         276       273       304       273       
1       8         303       300       330       300       
1       9         280       271       295       271       
1       10        269       266       274       266       
2       1         555       555       562       555       
2       2         581       563       592       563       
2       3         595       588       611       588       
2       4         519       504       502       504       
2       5         518       508       514       508       
2       6         545       538       564       538       
2       7         516       517       539       517       
2       8         507       505       515       505       
2       9         540       530       529       530       
2       10        509       489       493       489       
3       1         1276      1275      1301      1275      
3       2         1389      1356      1387      1356      
3       3         1363      1328      1348      1328      
3       4         1353      1317      1345      1317      
3       5         1378      1347      1365      1347      
3       6         1260      1257      1301      1257      
3       7         1209      1159      1232      1159      
3       8         1169      1168      1189      1168      
3       9         1246      1220      1248      1220      
3       10        1314      1293      1362      1293      
4       1         305       303       342       303       
4       2         309       298       330       298       
4       3         303       303       331       303       
4       4         306       299       325       299       
4       5         310       311       342       311       
4       6         296       296       298       296       
4       7         315       315       350       315       
4       8         295       292       297       292       
4       9         297       293       308       293       
4       10        308       298       319       298       
5       1         569       558       578       558       
5       2         541       542       555       542       
5       3         552       552       584       552       
5       4         552       540       569       540       
5       5         561       542       570       542       
5       6         565       554       589       554       
5       7         567       555       610       555       
5       8         565       554       570       554       
5       9         537       537       590       537       
5       10        572       551       584       551       
6       1         1328      1305      1331      1305      
6       2         1372      1323      1369      1323      
6       3         1309      1285      1306      1285      
6       4         1320      1320      1336      1320      
6       5         1306      1305      1351      1305      
6       6         1269      1267      1262      1267      
6       7         1319      1319      1368      1319      
6       8         1338      1317      1372      1317      
6       9         1266      1269      1316      1269      
6       10        1333      1309      1336      1309      
1       1         282       283       292       283       
1       2         274       277       288       277       
1       3         270       267       293       267       
1       4         255       250       262       250       
1       5         255       256       268       256       
1       6         284       276       280       276       
1       7         270       268       279       268       
1       8         279       280       286       280       
1       9         288       285       310       285       
1       10        268       262       269       262       
2       1         536       525       534       525       
2       2         531       514       534       514       
2       3         544       537       553       537       
2       4         546       547       570       547       
2       5         545       535       564       535       
2       6         574       564       576       564       
2       7         561       560       565       560       
2       8         531       531       542       531       
2       9         554       545       558       545       
2       10        497       492       503       492       
3       1         1332      1332      1321      1332      
3       2         1259      1237      1264      1237      
3       3         1323      1310      1330      1310      
3       4         1396      1355      1383      1355      
3       5         1282      1281      1267      1281      
3       6         1387      1350      1359      1350      
3       7         1240      1240      1229      1240      
3       8         1279      1278      1269      1278      
3       9         1284      1283      1306      1283      
3       10        1358      1343      1340      1343      
4       1         304       300       315       300       
4       2         290       290       308       290       
4       3         306       307       321       307       
4       4         312       312       324       312       
4       5         317       313       346       313       
4       6         307       307       324       307       
4       7         306       306       322       306       
4       8         298       298       308       298       
4       9         309       297       321       297       
4       10        312       313       334       313       
5       1         589       583       614       583       
5       2         557       557       564       557       
5       3         555       545       555       545       
5       4         554       547       562       547       
5       5         538       536       546       536       
5       6         556       545       565       545       
5       7         579       571       613       571       
5       8         560       550       576       550       
5       9         547       546       567       546       
5       10        547       547       567       547       
6       1         1298      1298      1325      1298      
6       2         1283      1284      1333      1284      
6       3         1324      1301      1349      1301      
6       4         1316      1315      1336      1315      
6       5         1300      1301      1325      1301      
6       6         1357      1329      1347      1329      
6       7         1275      1274      1292      1274      
6       8         1286      1288      1310      1288      
6       9         1329      1306      1355      1306      
6       10        1329      1282      1301      1282      
1       1         496       439       552       439       
1       2         466       464       474       464       
1       3         486       436       553       436       
1       4         511       461       548       461       
1       5         476       417       483       417       
1       6         561       509       618       509       
1       7         451       414       488       414       
1       8         499       453       525       453       
1       9         464       431       511       431       
1       10        507       495       576       495       
2       1         934       823       970       823       
2       2         889       828       979       828       
2       3         1035      883       1089      883       
2       4         1035      950       1029      949       
2       5         1082      844       1094      844       
2       6         861       847       954       847       
2       7         1004      804       998       804       
2       8         925       830       1081      830       
2       9         880       834       879       834       
2       10        859       774       910       774       
3       1         2133      1885      2121      1883      
3       2         2488      2290      2482      2274      
3       3         2457      2074      2448      2074      
3       4         2496      2348      2638      2346      
3       5         2627      2374      2617      2373      
3       6         2379      2044      2416      2040      
3       7         2150      1977      2190      1974      
3       8         2365      1972      2403      1960      
3       9         2449      2156      2437      2154      
3       10        2260      2073      2299      2060      
4       1         504       468       502       468       
4       2         489       474       488       474       
4       3         505       499       504       499       
4       4         543       540       541       540       
4       5         542       534       549       534       
4       6         517       498       524       498       
4       7         540       456       565       456       
4       8         531       477       527       477       
4       9         522       465       537       465       
4       10        538       492       536       492       
5       1         917       853       929       853       
5       2         976       906       986       906       
5       3         995       836       1033      836       
5       4         947       902       945       902       
5       5         936       930       935       930       
5       6         1039      1012      1036      1012      
5       7         958       852       1001      852       
5       8         1006      939       1032      939       
5       9         975       924       988       924       
5       10        908       879       904       879       
6       1         2348      2003      2341      2001      
6       2         2071      1989      2064      1989      
6       3         2331      2127      2328      2127      
6       4         2188      2155      2184      2155      
6       5         2311      2004      2308      2004      
6       6         2335      2120      2332      2120      
6       7         2196      2119      2193      2119      
6       8         2071      2038      2067      2038      
6       9         2220      1999      2218      1997      
6       10        2307      2109      2307      2107      
1       1         420       399       422       399       
1       2         459       441       503       441       
1       3         425       404       443       404       
1       4         471       438       508       438       
1       5         431       404       453       404       
1       6         452       443       486       443       
1       7         431       408       488       408       
1       8         433       421       495       421       
1       9         453       431       495       431       
1       10        444       420       437       420       
2       1         875       829       870       829       
2       2         873       856       985       856       
2       3         753       725       794       725       
2       4         839       809       848       809       
2       5         813       790       882       790       
2       6         844       801       881       801       
2       7         796       791       805       791       
2       8         839       816       838       816       
2       9         862       828       898       828       
2       10        837       787       876       787       
3       1         2101      2009      2177      2009      
3       2         1929      1831      1924      1831      
3       3         2115      2030      2111      2030      
3       4         2002      1896      2120      1896      
3       5         2053      2038      2133      2038      
3       6         2191      2099      2206      2099      
3       7         2045      1977      2057      1977      
3       8         2158      2026      2160      2026      
3       9         2010      1931      2037      1931      
3       10        1964      1852      2069      1852      
4       1         454       443       449       443       
4       2         487       447       483       447       
4       3         478       455       513       455       
4       4         472       449       491       449       
4       5         469       459       485       459       
4       6         477       454       486       454       
4       7         469       454       476       454       
4       8         490       457       506       457       
4       9         480       450       479       450       
4       10        450       438       468       438       
5       1         839       817       872       817       
5       2         843       816       863       816       
5       3         846       819       846       819       
5       4         887       838       912       838       
5       5         849       809       861       809       
5       6         820       813       833       813       
5       7         845       844       848       844       
5       8         866       823       888       823       
5       9         867       819       863       819       
5       10        854       824       879       824       
6       1         2044      1968      2069      1968      
6       2         2133      1946      2150      1945      
6       3         2009      1929      2035      1929      
6       4         2056      1979      2001      1979      
6       5         2058      1950      2102      1950      
6       6         2072      1948      2119      1948      
6       7         2083      1982      2162      1982      
6       8         1981      1976      2036      1975      
6       9         2029      1951      2048      1951      
6       10        2156      2030      2104      2030      
1       1         436       428       455       428       
1       2         415       399       417       399       
1       3         422       421       464       421       
1       4         420       410       453       410       
1       5         451       443       480       443       
1       6         466       451       488       451       
1       7         411       412       432       412       
1       8         414       417       439       417       
1       9         402       394       420       394       
1       10        421       407       448       407       
2       1         882       868       903       868       
2       2         815       794       844       794       
2       3         844       819       840       819       
2       4         873       860       907       860       
2       5         808       798       818       798       
2       6         885       854       904       854       
2       7         827       824       875       824       
2       8         778       779       781       779       
2       9         816       782       845       782       
2       10        737       733       739       733       
3       1         1876      1840      1880      1840      
3       2         1914      1838      1895      1838      
3       3         1982      1901      1944      1901      
3       4         2035      2008      2047      2008      
3       5         1951      1957      1968      1957      
3       6         1946      1856      1964      1856      
3       7         2066      2011      2085      2011      
3       8         1931      1854      1932      1854      
3       9         2032      2015      2062      2015      
3       10        2072      1977      2065      1976      
4       1         472       464       484       464       
4       2         481       465       487       465       
4       3         451       449       504       449       
4       4         457       447       480       447       
4       5         473       470       486       470       
4       6         456       450       471       450       
4       7         465       441       473       441       
4       8         468       469       477       469       
4       9         500       476       549       476       
4       10        471       459       498       459       
5       1         848       839       858       839       
5       2         840       835       877       835       
5       3         828       826       854       826       
5       4         847       840       867       840       
5       5         836       826       857       826       
5       6         829       822       854       822       
5       7         880       858       918       858       
5       8         850       822       850       822       
5       9         837       830       854       830       
5       10        848       848       873       848       
6       1         1990      1970      1993      1970      
6       2         1979      1975      2054      1975      
6       3         1981      1960      2012      1960      
6       4         1985      1954      2037      1954      
6       5         1976      1953      2028      1953      
6       6         2026      1985      2028      1985      
6       7         2045      1938      2007      1938      
6       8         2022      2002      2046      2002      
6       9         1996      1955      1988      1955      
6       10        2038      1939      1987      1939      
1       1         407       405       442       405       
1       2         395       390       402       390       
1       3         388       384       432       384       
1       4         430       430       455       430       
1       5         413       399       416       399       
1       6         432       434       463       434       
1       7         398       396       420       396       
1       8         450       444       463       444       
1       9         427       417       446       417       
1       10        431       421       452       421       
2       1         843       842       865       842       
2       2         794       783       825       783       
2       3         840       841       875       841       
2       4         790       780       801       780       
2       5         822       801       815       801       
2       6         763       737       756       737       
2       7         789       787       801       787       
2       8         811       796       824       796       
2       9         848       834       847       834       
2       10        790       779       794       779       
3       1         1922      1891      1906      1891      
3       2         1906      1906      1936      1906      
3       3         1912      1897      1924      1897      
3       4         1906      1861      1933      1861      
3       5         1911      1900      1928      1900      
3       6         1936      1886      1929      1886      
3       7         1946      1921      1962      1921      
3       8         1963      1919      2005      1919      
3       9         2015      1994      2010      1994      
3       10        1862      1829      1880      1829      
4       1         458       453       482       453       
4       2         470       459       483       459       
4       3         455       445       467       445       
4       4         458       456       481       456       
4       5         456       453       479       453       
4       6         450       443       464       443       
4       7         447       437       459       437       
4       8         447       447       458       447       
4       9         463       460       480       460       
4       10        457       455       472       455       
5       1         836       834       897       834       
5       2         837       830       850       830       
5       3         846       808       864       808       
5       4         841       818       867       818       
5       5         847       833       872       833       
5       6         849       841       874       841       
5       7         847       839       859       839       
5       8         883       873       893       873       
5       9         845       845       893       845       
5       10        834       822       857       822       
6       1         1971      1952      1981      1952      
6       2         1981      1956      2006      1956      
6       3         1991      1969      1986      1969      
6       4         1975      1954      2003      1954      
6       5         1977      1975      2044      1975      
6       6         2013      1986      2086      1986      
6       7         2022      1967      2041      1967      
6       8         1985      1964      1984      1964      
6       9         1989      1989      1990      1989      
6       10        1968      1942      2007      1942      
1       1         444       425       469       425       
1       2         428       423       450       423       
1       3         413       402       426       402       
1       4         394       390       395       390       
1       5         411       405       414       405       
1       6         437       428       452       428       
1       7         432       424       441       424       
1       8         419       418       433       418       
1       9         399       396       440       396       
1       10        393       393       404       393       
2       1         746       746       773       746       
2       2         797       775       843       775       
2       3         771       773       785       773       
2       4         804       795       804       795       
2       5         802       794       802       794       
2       6         795       807       820       807       
2       7         742       729       743       729       
2       8         798       789       802       789       
2       9         929       909       947       909       
2       10        860       841       855       841       
3       1         1908      1887      1915      1887      
3       2         1949      1929      1939      1929      
3       3         1728      1682      1744      1682      
3       4         1819      1807      1817      1807      
3       5         2024      2018      2044      2018      
3       6         2013      1993      1986      1993      
3       7         1856      1841      1841      1841      
3       8         1989      1989      1988      1989      
3       9         1960      1958      1992      1958      
3       10        1817      1818      1869      1818      
4       1         453       445       463       445       
4       2         460       455       491       455       
4       3         478       472       488       472       
4       4         461       461       494       461       
4       5         475       470       500       470       
4       6         452       448       467       448       
4       7         468       462       490       462       
4       8         470       469       502       469       
4       9         461       461       482       461       
4       10        458       457       484       457       
5       1         855       842       854       842       
5       2         870       860       910       860       
5       3         836       828       836       828       
5       4         820       820       844       820       
5       5         822       821       856       821       
5       6         826       826       835       826       
5       7         857       847       876       847       
5       8         843       835       874       835       
5       9         829       829       848       829       
5       10        829       823       857       823       
6       1         2001      1930      2033      1930      
6       2         1981      1972      2022      1972      
6       3         1960      1938      1965      1938      
6       4         1962      1939      1987      1939      
6       5         1935      1935      2011      1935      
6       6         2003      1979      1999      1979      
6       7         2014      1987      2032      1987      
6       8         1994      1994      2041      1994      
6       9         1986      1933      1955      1933      
6       10        1998      1930      2027      1930      
1       1         561       547       637       547       
1       2         611       553       669       553       
1       3         655       599       744       599       
1       4         648       631       726       631       
1       5         589       554       635       554       
1       6         644       580       731       580       
1       7         648       598       694       597       
1       8         632       598       729       598       
1       9         602       592       697       592       
1       10        627       619       695       619       
2       1         1184      1050      1218      1050      
2       2         1295      1106      1329      1106      
2       3         1276      1078      1308      1076      
2       4         1194      1096      1205      1096      
2       5         1182      1102      1194      1102      
2       6         1132      1022      1185      1022      
2       7         1253      1101      1287      1101      
2       8         1217      1089      1331      1089      
2       9         1164      1122      1220      1122      
2       10        1287      1063      1321      1063      
3       1         2975      2443      2959      2443      
3       2         2930      2584      2967      2583      
3       3         3359      2719      3347      2719      
3       4         2843      2356      2830      2352      
3       5         3181      2774      3319      2774      
3       6         3371      2828      3410      2826      
3       7         3040      2591      3028      2590      
3       8         3315      2729      3356      2721      
3       9         3052      2540      3144      2537      
3       10        2951      2720      2991      2717      
4       1         663       624       670       624       
4       2         658       656       684       656       
4       3         669       604       684       604       
4       4         630       598       637       598       
4       5         719       633       743       633       
4       6         651       589       647       589       
4       7         649       619       647       619       
4       8         663       629       688       629       
4       9         648       605       664       605       
4       10        648       613       654       613       
5       1         1206      1111      1203      1111      
5       2         1283      1269      1281      1269      
5       3         1304      1205      1301      1205      
5       4         1308      1207      1304      1207      
5       5         1157      1122      1153      1122      
5       6         1303      1185      1314      1185      
5       7         1198      1196      1196      1196      
5       8         1230      1148      1226      1148      
5       9         1296      1124      1290      1124      
5       10        1277      1184      1273      1184      
6       1         3135      2799      3132      2799      
6       2         3345      2655      3471      2654      
6       3         2945      2646      2975      2646      
6       4         2958      2625      2952      2625      
6       5         2812      2642      2809      2642      
6       6         3099      2679      3095      2679      
6       7         3049      2741      3110      2741      
6       8         2956      2954      2954      2954      
6       9         3087      2893      3079      2893      
6       10        2947      2682      2942      2682      
1       1         536       526       557       526       
1       2         581       566       630       566       
1       3         575       556       667       556       
1       4         542       525       577       525       
1       5         584       560       626       560       
1       6         575       566       628       566       
1       7         611       553       655       553       
1       8         601       551       637       551       
1       9         605       568       627       568       
1       10        535       514       553       514       
2       1         1164      1071      1205      1071      
2       2         1095      1037      1085      1037      
2       3         1166      1060      1185      1060      
2       4         1095      1041      1153      1041      
2       5         1088      1049      1081      1049      
2       6         1011      981       1040      981       
2       7         1082      1068      1155      1068      
2       8         1029      979       1067      979       
2       9         1105      1101      1136      1101      
2       10        1027      1009      1054      1009      
3       1         2494      2436      2517      2436      
3       2         2533      2442      2543      2442      
3       3         2661      2513      2687      2513      
3       4         2630      2475      2583      2475      
3       5         2838      2586      2823      2586      
3       6         2680      2569      2662      2569      
3       7         2653      2529      2609      2529      
3       8         2617      2503      2646      2503      
3       9         2620      2485      2619      2484      
3       10        2545      2488      2614      2488      
4       1         647       604       629       604       
