trial,makespan,execution_time,initial_temp,cooling_rate,max_iterations,min_temp
2,1530,15.641092777252197,5000,0.9,700,1.0
0,1556,15.266164779663086,5000,0.9,700,5.0
1,1547,15.048095941543579,5000,0.9,700,5.0
2,1530,15.376558542251587,5000,0.9,700,5.0
0,1530,15.216591596603394,5000,0.95,100,0.1
1,1550,15.693327903747559,5000,0.95,100,0.1
2,1530,16.126781702041626,5000,0.95,100,0.1
0,1530,17.646995782852173,5000,0.95,100,1.0
1,1530,18.628981113433838,5000,0.95,100,1.0
2,1548,18.83319091796875,5000,0.95,100,1.0
0,1530,21.30173921585083,5000,0.95,100,5.0
1,1530,20.97511601448059,5000,0.95,100,5.0
2,1530,23.00416660308838,5000,0.95,100,5.0
0,1556,23.70886468887329,5000,0.95,300,0.1
1,1556,24.920334339141846,5000,0.95,300,0.1
2,1530,24.630205869674683,5000,0.95,300,0.1
0,1530,25.13723349571228,5000,0.95,300,1.0
1,1530,24.448780298233032,5000,0.95,300,1.0
2,1530,24.589884757995605,5000,0.95,300,1.0
0,1530,24.817394018173218,5000,0.95,300,5.0
1,1537,24.717095851898193,5000,0.95,300,5.0
2,1537,25.03748893737793,5000,0.95,300,5.0
0,1544,23.249021291732788,5000,0.95,500,0.1
1,1530,20.964048385620117,5000,0.95,500,0.1
2,1530,20.627973079681396,5000,0.95,500,0.1
0,1556,19.51560378074646,5000,0.95,500,1.0
1,1556,17.327211141586304,5000,0.95,500,1.0
2,1530,16.787776947021484,5000,0.95,500,1.0
0,1556,15.245879173278809,5000,0.95,500,5.0
1,1543,14.299171686172485,5000,0.95,500,5.0
2,1530,14.05009126663208,5000,0.95,500,5.0
0,1530,13.827478885650635,5000,0.95,700,0.1
1,1530,14.173201084136963,5000,0.95,700,0.1
2,1539,13.891891479492188,5000,0.95,700,0.1
0,1556,14.224333047866821,5000,0.95,700,1.0
1,1530,14.290582180023193,5000,0.95,700,1.0
2,1530,14.150761365890503,5000,0.95,700,1.0
0,1542,13.95307993888855,5000,0.95,700,5.0
1,1530,14.461559534072876,5000,0.95,700,5.0
2,1556,13.941308498382568,5000,0.95,700,5.0
